"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 4,z,100,60
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 4,z,180,90
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 4,z,140,80
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 4,z,180,90
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 4,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 5,z,70,110
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 5,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 5,z,10,20
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 5,z,20,30
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 5,z,10,20
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 5,z,20,30
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 6,z,870,300
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 6,z,100,30
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 6,z,140,40
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 6,z,160,50
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 6,z,220,70
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 6,z,240,100
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 6,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 7,z,50,60
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 7,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 7,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 7,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 7,z,10,20
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 7,z,10,20
202122,Academic year,National,England,E92000001,19+,19-24,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 7,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Total,Total,z,26880,9410
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Total,Total,z,6080,2000
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Total,Total,z,5330,1860
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Total,Total,z,5090,1710
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Total,Total,z,5930,2250
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Total,Total,z,4300,1490
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Total,Total,z,150,100
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Total,z,7120,2910
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Total,z,1700,580
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Total,z,1230,480
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Total,z,1130,450
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Total,z,2020,930
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Total,z,1010,450
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Total,z,30,20
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Level 2,z,7120,2910
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Level 2,z,1700,580
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Level 2,z,1230,480
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Level 2,z,1130,450
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Level 2,z,2020,930
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Level 2,z,1010,450
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Level 2,z,30,20
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Advanced Apprenticeship,Total,z,12340,5000
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Total,z,3070,1130
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Advanced Apprenticeship,Total,z,2710,1060
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Advanced Apprenticeship,Total,z,2390,970
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Advanced Apprenticeship,Total,z,2320,1000
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Total,z,1790,770
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Total,z,60,70
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Advanced Apprenticeship,Level 3,z,12340,5000
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Level 3,z,3070,1130
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Advanced Apprenticeship,Level 3,z,2710,1060
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Advanced Apprenticeship,Level 3,z,2390,970
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Advanced Apprenticeship,Level 3,z,2320,1000
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Level 3,z,1790,770
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Level 3,z,60,70
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Higher Apprenticeship,Total,z,7420,1500
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Total,z,1300,280
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Higher Apprenticeship,Total,z,1390,320
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Higher Apprenticeship,Total,z,1570,300
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Higher Apprenticeship,Total,z,1600,320
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Total,z,1510,270
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Total,z,60,10
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 4,z,2230,500
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 4,z,390,90
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 4,z,420,100
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 4,z,490,100
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 4,z,490,130
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 4,z,410,90
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 4,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 5,z,1790,690
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 5,z,470,160
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 5,z,380,160
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 5,z,360,140
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 5,z,310,120
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 5,z,270,120
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 5,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 6,z,3300,280
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 6,z,430,40
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 6,z,570,50
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 6,z,690,60
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 6,z,780,70
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 6,z,800,60
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 6,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 7,z,100,20
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 7,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 7,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 7,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 7,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 7,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 7,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Total,Total,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Three,Total,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Five (least deprived),Total,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Total,Advanced Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Three,Advanced Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Five (least deprived),Advanced Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Total,Advanced Apprenticeship,Level 3,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Three,Advanced Apprenticeship,Level 3,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Five (least deprived),Advanced Apprenticeship,Level 3,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Total,Higher Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Five (least deprived),Higher Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Total,Higher Apprenticeship,Level 7,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"History, Philosophy and Theology",Five (least deprived),Higher Apprenticeship,Level 7,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Total,Total,z,1460,530
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Total,Total,z,260,90
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Total,Total,z,280,90
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Total,Total,z,280,110
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Total,Total,z,300,120
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Total,Total,z,310,110
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Total,Total,z,30,10
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Intermediate Apprenticeship,Total,z,430,200
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Intermediate Apprenticeship,Total,z,100,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Intermediate Apprenticeship,Total,z,90,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Intermediate Apprenticeship,Total,z,80,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Intermediate Apprenticeship,Total,z,80,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Intermediate Apprenticeship,Total,z,90,30
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Intermediate Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Intermediate Apprenticeship,Level 2,z,430,200
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Intermediate Apprenticeship,Level 2,z,100,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Intermediate Apprenticeship,Level 2,z,90,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Intermediate Apprenticeship,Level 2,z,80,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Intermediate Apprenticeship,Level 2,z,80,40
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Intermediate Apprenticeship,Level 2,z,90,30
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Intermediate Apprenticeship,Level 2,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Advanced Apprenticeship,Total,z,750,330
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Advanced Apprenticeship,Total,z,110,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Advanced Apprenticeship,Total,z,140,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Advanced Apprenticeship,Total,z,150,60
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Advanced Apprenticeship,Total,z,170,90
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Advanced Apprenticeship,Total,z,160,80
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Advanced Apprenticeship,Total,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Advanced Apprenticeship,Level 3,z,750,330
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Advanced Apprenticeship,Level 3,z,110,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Advanced Apprenticeship,Level 3,z,140,50
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Advanced Apprenticeship,Level 3,z,150,60
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Advanced Apprenticeship,Level 3,z,170,90
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Advanced Apprenticeship,Level 3,z,160,80
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Advanced Apprenticeship,Level 3,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Total,z,280,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Total,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Total,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Total,z,60,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Total,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Total,z,60,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Higher Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Level 4,z,280,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Level 4,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Level 4,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Level 4,z,60,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Level 4,z,50,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Level 4,z,60,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Unknown,Higher Apprenticeship,Level 4,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Total,Total,z,10500,4190
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Total,Total,z,2250,770
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Total,Total,z,2200,770
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Total,Total,z,2070,960
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Total,Total,z,1890,790
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Total,Total,z,1990,860
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Total,Total,z,90,40
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Intermediate Apprenticeship,Total,z,5930,2610
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Intermediate Apprenticeship,Total,z,1340,470
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Intermediate Apprenticeship,Total,z,1240,480
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Intermediate Apprenticeship,Total,z,1130,630
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Intermediate Apprenticeship,Total,z,1010,460
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Intermediate Apprenticeship,Total,z,1170,560
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Intermediate Apprenticeship,Total,z,50,20
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Intermediate Apprenticeship,Level 2,z,5930,2610
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Intermediate Apprenticeship,Level 2,z,1340,470
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Intermediate Apprenticeship,Level 2,z,1240,480
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Intermediate Apprenticeship,Level 2,z,1130,630
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Intermediate Apprenticeship,Level 2,z,1010,460
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Intermediate Apprenticeship,Level 2,z,1170,560
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Intermediate Apprenticeship,Level 2,z,50,20
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Advanced Apprenticeship,Total,z,3990,1330
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Advanced Apprenticeship,Total,z,820,280
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Advanced Apprenticeship,Total,z,860,260
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Advanced Apprenticeship,Total,z,820,280
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Advanced Apprenticeship,Total,z,760,270
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Advanced Apprenticeship,Total,z,690,220
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Advanced Apprenticeship,Total,z,30,20
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Advanced Apprenticeship,Level 3,z,3990,1330
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Advanced Apprenticeship,Level 3,z,820,280
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Advanced Apprenticeship,Level 3,z,860,260
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Advanced Apprenticeship,Level 3,z,820,280
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Advanced Apprenticeship,Level 3,z,760,270
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Advanced Apprenticeship,Level 3,z,690,220
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Advanced Apprenticeship,Level 3,z,30,20
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Total,z,580,250
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Total,z,90,30
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Total,z,110,30
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Total,z,120,50
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Total,z,110,60
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Total,z,140,80
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Total,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Level 4,z,510,240
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Level 4,z,90,30
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Level 4,z,90,30
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Level 4,z,110,50
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Level 4,z,100,60
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Level 4,z,120,80
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Level 4,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Total,Higher Apprenticeship,Level 6,z,70,10
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",One (most deprived),Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Two,Higher Apprenticeship,Level 6,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Three,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Four,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Five (least deprived),Higher Apprenticeship,Level 6,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Retail and Commercial Enterprise",Unknown,Higher Apprenticeship,Level 6,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Total,Total,Total,z,100,30
