"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Total,z,960,270
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Total,z,60,20
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 4,z,2070,770
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 4,z,270,120
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 4,z,360,140
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 4,z,440,170
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 4,z,460,180
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 4,z,520,160
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 4,z,30,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 5,z,140,190
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 5,z,20,20
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 5,z,30,20
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 5,z,40,40
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 5,z,30,60
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 5,z,20,50
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 5,z,low,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 6,z,1350,190
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 6,z,180,20
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 6,z,180,30
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 6,z,280,50
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 6,z,340,40
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 6,z,350,40
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 6,z,20,low
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 7,z,260,60
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 7,z,30,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 7,z,40,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 7,z,50,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 7,z,60,10
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 7,z,60,20
202021,Academic year,National,England,E92000001,Total,Total,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 7,z,10,10
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Total,Total,z,97470,37910
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Total,Total,z,24040,10020
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Total,Total,z,21350,8170
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Total,Total,z,18940,7230
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Total,Total,z,19030,7280
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Total,Total,z,13440,5000
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Total,Total,z,670,210
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Total,z,27820,11750
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Total,z,7270,3330
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Total,z,5660,2220
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Total,z,4890,1970
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Total,z,6130,2690
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Total,z,3630,1480
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Total,z,230,60
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Level 2,z,27820,11750
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Level 2,z,7270,3330
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Level 2,z,5660,2220
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Level 2,z,4890,1970
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Level 2,z,6130,2690
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Level 2,z,3630,1480
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Level 2,z,230,60
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Advanced Apprenticeship,Total,z,40170,17910
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Total,z,10310,4730
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Advanced Apprenticeship,Total,z,9180,4080
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Advanced Apprenticeship,Total,z,7950,3560
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Advanced Apprenticeship,Total,z,7220,3040
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Total,z,5290,2400
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Total,z,230,110
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Advanced Apprenticeship,Level 3,z,40170,17910
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Level 3,z,10310,4730
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Advanced Apprenticeship,Level 3,z,9180,4080
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Advanced Apprenticeship,Level 3,z,7950,3560
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Advanced Apprenticeship,Level 3,z,7220,3040
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Level 3,z,5290,2400
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Level 3,z,230,110
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Higher Apprenticeship,Total,z,29480,8260
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Total,z,6460,1960
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Higher Apprenticeship,Total,z,6510,1860
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Higher Apprenticeship,Total,z,6100,1710
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Higher Apprenticeship,Total,z,5680,1550
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Total,z,4520,1130
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Total,z,210,50
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 4,z,8490,1530
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 4,z,2050,260
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 4,z,1800,300
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 4,z,1640,300
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 4,z,1690,410
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 4,z,1220,240
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 4,z,90,20
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 5,z,10880,6330
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 5,z,2790,1640
202021,Academic year,National,England,E92000001,Total,Total,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 5,z,2610,1480
